"ExpPirCat","venuename","Bends","margfin","avgmargfin","n","ExpPirAdj"
"OF","Coleraine",2,2.8,3.93390476190476,8,0.288564678886332
"OP","Coleraine",2,3.44666666666667,3.93390476190476,15,-0.447404923670072
"BM","Corowa",2,5.458,4.52715769230769,10,0.978680173657695
"L","Corowa",2,2.7125,4.52715769230769,16,-0.846703105217439
"MF","Corowa",2,4.38846153846154,4.52715769230769,13,-0.113541787848466
"OF","Corowa",2,5.89307692307692,4.52715769230769,13,0.288564678886332
"OP","Corowa",2,4.18375,4.52715769230769,16,-0.447404923670072
"BM","Cranbourne",2,4.40983606557377,3.71946017683641,61,0.690375888737361
"L","Cranbourne",2,3.77297297297297,3.71946017683641,74,0.0535127961365638
"MF","Cranbourne",2,3.30123456790123,3.71946017683641,81,-0.418225608935175
"OF","Cranbourne",2,3.44390243902439,3.71946017683641,82,-0.275557737812019
"OP","Cranbourne",2,3.66935483870968,3.71946017683641,62,-0.0501053381267318
"BM","Donald",2,3.80363636363636,3.44291809408753,55,0.360718269548834
"L","Donald",2,3.61395348837209,3.44291809408753,43,0.171035394284563
"MF","Donald",2,3.00714285714286,3.44291809408753,42,-0.435775236944672
"OF","Donald",2,3.89591836734694,3.44291809408753,49,0.453000273259409
"OP","Donald",2,2.89393939393939,3.44291809408753,33,-0.548978700148135
"BM","Dongara",2,6.55,3.849,6,0.978680173657695
"L","Dongara",2,1.42,3.849,10,-0.846703105217439
"MF","Dongara",2,3.8,3.849,8,-0.113541787848466
"OF","Dongara",2,5.5,3.849,10,0.288564678886332
"OP","Dongara",2,1.975,3.849,8,-0.447404923670072
"BM","Doomben",2,4.05964788732394,3.50109330492271,1420,0.558554582401229
"L","Doomben",2,3.10514809590973,3.50109330492271,709,-0.395945209012982
"MF","Doomben",2,3.36695945945946,3.50109330492271,740,-0.134133845463255
"OF","Doomben",2,3.63500604594921,3.50109330492271,827,0.1339127410265
"OP","Doomben",2,3.33870503597122,3.50109330492271,695,-0.162388268951491
"BM","Dunkeld",2,3.775,3.19248519123897,4,0.978680173657695
"L","Dunkeld",2,2.26086956521739,3.19248519123897,23,-0.846703105217439
"MF","Dunkeld",2,2.504,3.19248519123897,25,-0.113541787848466
"OF","Dunkeld",2,3.93684210526316,3.19248519123897,19,0.288564678886332
"OP","Dunkeld",2,3.48571428571429,3.19248519123897,28,-0.447404923670072
"BM","Eagle Farm",2,4.39517543859649,3.80854568361236,342,0.58662975498413
"L","Eagle Farm",2,3.6168449197861,3.80854568361236,187,-0.191700763826265
"MF","Eagle Farm",2,3.86299019607843,3.80854568361236,204,0.0544445124660697
"OF","Eagle Farm",2,3.60458937198068,3.80854568361236,207,-0.203956311631685
"OP","Eagle Farm",2,3.56312849162011,3.80854568361236,179,-0.24541719199225
"BM","Echuca",2,4.65348837209302,3.89541181688512,172,0.758076555207904
"L","Echuca",2,3.01084905660377,3.89541181688512,106,-0.884562760281346
"MF","Echuca",2,3.51811023622047,3.89541181688512,127,-0.377301580664647
"OF","Echuca",2,4.77038461538462,3.89541181688512,130,0.874972798499496
"OP","Echuca",2,3.52422680412371,3.89541181688512,97,-0.371185012761408
"BM","Edenhope",2,5.09189189189189,4.0580481741623,37,1.03384371772959
"L","Edenhope",2,3.24848484848485,4.0580481741623,33,-0.809563325677456
"MF","Edenhope",2,3.9125,4.0580481741623,24,-0.113541787848466
"OF","Edenhope",2,4.42173913043478,4.0580481741623,23,0.288564678886332
"OP","Edenhope",2,3.615625,4.0580481741623,32,-0.442423174162304
"BM","Esperance",2,4.44137931034483,3.02723269825839,58,1.41414661208644
"L","Esperance",2,1.88641975308642,3.02723269825839,81,-1.14081294517197
"MF","Esperance",2,2.61044776119403,3.02723269825839,67,-0.416784937064359
"OF","Esperance",2,3.56666666666667,3.02723269825839,51,0.539433968408278
"OP","Esperance",2,2.63125,3.02723269825839,64,-0.395982698258388
"BM","Flemington",2,4.36872246696035,3.86443329639231,454,0.504289170568047
"L","Flemington",2,4.06102362204724,3.86443329639231,127,0.196590325654939
"MF","Flemington",2,3.51145833333333,3.86443329639231,144,-0.352974963058972
"OF","Flemington",2,3.64722222222222,3.86443329639231,180,-0.217211074170083
"OP","Flemington",2,3.73373983739837,3.86443329639231,123,-0.130693458993931
"BM","Geelong",2,4.55534979423868,3.77153232724314,243,0.783817466995548
"L","Geelong",2,3.18774834437086,3.77153232724314,151,-0.583783982872275
"MF","Geelong",2,3.51265432098765,3.77153232724314,162,-0.258878006255481
"OF","Geelong",2,4.00697674418605,3.77153232724314,172,0.235444416942912
"OP","Geelong",2,3.59493243243243,3.77153232724314,148,-0.176599894810703
"BM","Glen Innes",2,4.35,3.5125,4,0.978680173657695
"L","Glen Innes",2,5.5,3.5125,2,-0.846703105217439
"OF","Glen Innes",2,4.2,3.5125,1,0.288564678886332
"OP","Glen Innes",2,0,3.5125,1,-0.447404923670072
"BM","Gold Coast",2,4.78979591836735,3.56941675548493,294,1.22037916288241
"L","Gold Coast",2,2.73819444444444,3.56941675548493,360,-0.83122231104049
"MF","Gold Coast",2,3.35632911392405,3.56941675548493,316,-0.213087641560883
"OF","Gold Coast",2,3.92641509433962,3.56941675548493,318,0.356998338854689
"OP","Gold Coast",2,3.03634920634921,3.56941675548493,315,-0.533067549135728
"BM","Great Western",2,3.3,3.42706060606061,7,0.978680173657695
"L","Great Western",2,2.675,3.42706060606061,20,-0.846703105217439
"MF","Great Western",2,3.69,3.42706060606061,20,-0.113541787848466
"OF","Great Western",2,4.50666666666667,3.42706060606061,15,0.288564678886332
"OP","Great Western",2,2.96363636363636,3.42706060606061,22,-0.447404923670072
"BM","Gunbower",2,4.35333333333333,3.73783333333333,15,0.978680173657695
"L","Gunbower",2,2.1625,3.73783333333333,16,-0.846703105217439
"MF","Gunbower",2,4.41666666666667,3.73783333333333,18,-0.113541787848466
"OF","Gunbower",2,4.34,3.73783333333333,15,0.288564678886332
"OP","Gunbower",2,3.41666666666667,3.73783333333333,18,-0.447404923670072
"BM","Hamilton",2,4.3625,3.44227173750787,16,0.978680173657695
"L","Hamilton",2,3.41739130434783,3.44227173750787,23,-0.846703105217439
"MF","Hamilton",2,3.35757575757576,3.44227173750787,33,-0.0846959799321119
"OF","Hamilton",2,2.83103448275862,3.44227173750787,29,0.288564678886332
"OP","Hamilton",2,3.24285714285714,3.44227173750787,28,-0.447404923670072
"BM","Healesville",2,5.12222222222222,4.23472222222222,9,0.978680173657695
"L","Healesville",2,4.48888888888889,4.23472222222222,9,-0.846703105217439
"MF","Healesville",2,5.3,4.23472222222222,6,-0.113541787848466
"OF","Healesville",2,4.4625,4.23472222222222,8,0.288564678886332
"OP","Healesville",2,1.8,4.23472222222222,4,-0.447404923670072
"BM","Horsham",2,4.2925,3.54994841269841,40,0.742551587301587
"L","Horsham",2,2.71875,3.54994841269841,64,-0.831198412698412
"MF","Horsham",2,3.575,3.54994841269841,60,0.0250515873015873
"OF","Horsham",2,3.58571428571429,3.54994841269841,42,0.0357658730158734
"OP","Horsham",2,3.57777777777778,3.54994841269841,63,0.0278293650793655
"BM","Kangaroo Island",2,5.35,4.40136752136752,2,0.978680173657695
"L","Kangaroo Island",2,2.33846153846154,4.40136752136752,13,-0.846703105217439
"MF","Kangaroo Island",2,4.34615384615385,4.40136752136752,13,-0.113541787848466
"OF","Kangaroo Island",2,6.78333333333333,4.40136752136752,6,0.288564678886332
"OP","Kangaroo Island",2,3.18888888888889,4.40136752136752,9,-0.447404923670072
"BM","Katherine",2,5.9,3.942,4,0.978680173657695
"L","Katherine",2,2.28,3.942,5,-0.846703105217439
"MF","Katherine",2,2.9,3.942,3,-0.113541787848466
"OF","Katherine",2,6.65,3.942,2,0.288564678886332
"OP","Katherine",2,1.98,3.942,5,-0.447404923670072
"BM","Kerang",2,4.7,3.60766666666667,5,0.978680173657695
"L","Kerang",2,3.9,3.60766666666667,7,-0.846703105217439
"MF","Kerang",2,3.58333333333333,3.60766666666667,6,-0.113541787848466
"OF","Kerang",2,2.375,3.60766666666667,4,0.288564678886332
"OP","Kerang",2,3.48,3.60766666666667,5,-0.447404923670072
"BM","Kilcoy",2,6.25614035087719,4.27087007488598,57,1.98527027599121
"L","Kilcoy",2,2.43351063829787,4.27087007488598,94,-1.83735943658811
"MF","Kilcoy",2,4.32658227848101,4.27087007488598,79,0.0557122035950322
"OF","Kilcoy",2,4.96119402985075,4.27087007488598,67,0.690323954964766
"OP","Kilcoy",2,3.37692307692308,4.27087007488598,78,-0.893946997962904
"BM","Kilmore",2,4.68161764705882,3.6320348136708,136,1.04958283338802
"L","Kilmore",2,3.09142857142857,3.6320348136708,105,-0.540606242242228
"MF","Kilmore",2,3.61290322580645,3.6320348136708,124,-0.0191315878643477
"OF","Kilmore",2,3.63984962406015,3.6320348136708,133,0.00781481038935139
"OP","Kilmore",2,3.134375,3.6320348136708,96,-0.497659813670799
"BM","Kyneton",2,4.46355555555556,3.80425341627566,225,0.659302139279891
"L","Kyneton",2,3.03710691823899,3.80425341627566,159,-0.767146498036671
"MF","Kyneton",2,3.49153439153439,3.80425341627566,189,-0.312719024741273
"OF","Kyneton",2,4.26302083333333,3.80425341627566,192,0.458767417057668
"OP","Kyneton",2,3.76604938271605,3.80425341627566,162,-0.0382040335596154
"BM","Launceston",2,4.7409948542024,3.56090987863138,583,1.18008497557102
"L","Launceston",2,2.61280623608018,3.56090987863138,898,-0.948103642551205
"MF","Launceston",2,3.61633986928105,3.56090987863138,765,0.0554299906496625
"OF","Launceston",2,3.9609907120743,3.56090987863138,646,0.40008083344292
"OP","Launceston",2,2.87341772151899,3.56090987863138,790,-0.687492157112396
"BM","Manangatang",2,6.775,3.90668031968032,12,0.978680173657695
"L","Manangatang",2,2.22307692307692,3.90668031968032,13,-0.846703105217439
"MF","Manangatang",2,3.11818181818182,3.90668031968032,11,-0.113541787848466
"OF","Manangatang",2,3.86,3.90668031968032,10,0.288564678886332
"OP","Manangatang",2,3.55714285714286,3.90668031968032,14,-0.447404923670072
"BM","Mansfield",2,5.08888888888889,3.78394444444444,9,0.978680173657695
"L","Mansfield",2,4.26,3.78394444444444,5,-0.846703105217439
"MF","Mansfield",2,3.08333333333333,3.78394444444444,6,-0.113541787848466
"OF","Mansfield",2,1.275,3.78394444444444,4,0.288564678886332
"OP","Mansfield",2,5.2125,3.78394444444444,8,-0.447404923670072
"BM","Mildura",2,5.14375,3.55954508856683,16,0.978680173657695
"L","Mildura",2,2.81875,3.55954508856683,16,-0.846703105217439
"MF","Mildura",2,3.075,3.55954508856683,32,-0.484545088566827
"OF","Mildura",2,4.5037037037037,3.55954508856683,27,0.288564678886332
"OP","Mildura",2,2.25652173913043,3.55954508856683,23,-0.447404923670072
"BM","Moe",2,4.74590163934426,3.635365991348,122,1.11053564799626
"L","Moe",2,2.86096774193548,3.635365991348,155,-0.774398249412518
"MF","Moe",2,3.16278409090909,3.635365991348,176,-0.472581900438911
"OF","Moe",2,3.86832298136646,3.635365991348,161,0.232956990018458
"OP","Moe",2,3.53885350318471,3.635365991348,157,-0.0965124881632886
"BM","Moonee Valley",2,3.86369636963696,3.39661343343129,303,0.467082936205678
"L","Moonee Valley",2,2.69302176696543,3.39661343343129,781,-0.703591666465857
"MF","Moonee Valley",2,3.4546556122449,3.39661343343129,784,0.0580421788136123
"OF","Moonee Valley",2,3.84534206695779,3.39661343343129,687,0.448728633526501
"OP","Moonee Valley",2,3.12635135135135,3.39661343343129,814,-0.270262082079935
"BM","Moree",2,4.7375,3.4833818958819,8,0.978680173657695
"L","Moree",2,3.92727272727273,3.4833818958819,11,-0.846703105217439
"MF","Moree",2,3.4,3.4833818958819,8,-0.113541787848466
"OF","Moree",2,2.24444444444444,3.4833818958819,9,0.288564678886332
"OP","Moree",2,3.10769230769231,3.4833818958819,13,-0.447404923670072
"BM","Mornington",2,4.51895734597156,3.54676644589605,211,0.972190900075517
"L","Mornington",2,2.7797385620915,3.54676644589605,459,-0.767027883804543
"MF","Mornington",2,3.41155660377358,3.54676644589605,424,-0.135209842122462
"OF","Mornington",2,3.79141104294479,3.54676644589605,326,0.244644597048739
"OP","Mornington",2,3.2321686746988,3.54676644589605,415,-0.314597771197251
"BM","Morphettville",2,4.216796875,3.45798483722591,512,0.758812037774087
"L","Morphettville",2,2.86112054329372,3.45798483722591,589,-0.596864293932195
"MF","Morphettville",2,3.41477663230241,3.45798483722591,582,-0.0432082049235074
"OF","Morphettville",2,3.68398510242086,3.45798483722591,537,0.226000265194944
"OP","Morphettville",2,3.11324503311258,3.45798483722591,604,-0.34473980411333
"BM","Mortlake",2,5.65,3.50666666666667,2,0.978680173657695
"L","Mortlake",2,2.33333333333333,3.50666666666667,3,-0.846703105217439
"MF","Mortlake",2,6.1,3.50666666666667,4,-0.113541787848466
"OF","Mortlake",2,3.45,3.50666666666667,2,0.288564678886332
"OP","Mortlake",2,0,3.50666666666667,1,-0.447404923670072
"BM","Moruya",2,4.74655172413793,3.47082671888665,58,1.27572500525128
"L","Moruya",2,2.97941176470588,3.47082671888665,34,-0.491414954180772
"MF","Moruya",2,3.67777777777778,3.47082671888665,36,0.206951058891123
"OF","Moruya",2,3.67297297297297,3.47082671888665,37,0.202146254086318
"OP","Moruya",2,2.27741935483871,3.47082671888665,31,-1.19340736404795
"BM","Mount Gambier",2,4.59545454545455,3.70962676453981,22,0.978680173657695
"L","Mount Gambier",2,3.61785714285714,3.70962676453981,28,-0.846703105217439
"MF","Mount Gambier",2,3.77391304347826,3.70962676453981,23,-0.113541787848466
"OF","Mount Gambier",2,2.64090909090909,3.70962676453981,22,0.288564678886332
"OP","Mount Gambier",2,3.92,3.70962676453981,25,-0.447404923670072
"BM","Mount Isa",2,5.1,3.42533333333333,2,0.978680173657695
"L","Mount Isa",2,2.26,3.42533333333333,5,-0.846703105217439
"MF","Mount Isa",2,3.4,3.42533333333333,1,-0.113541787848466
"OF","Mount Isa",2,3.7,3.42533333333333,2,0.288564678886332
"OP","Mount Isa",2,2.66666666666667,3.42533333333333,3,-0.447404923670072
"BM","Mudgee",2,4.7825,4.08063234384663,40,0.70186765615337
"L","Mudgee",2,2.54181818181818,4.08063234384663,55,-1.53881416202845
"MF","Mudgee",2,4.02,4.08063234384663,50,-0.0606323438466294
"OF","Mudgee",2,5.06904761904762,4.08063234384663,42,0.988415275200989
"OP","Mudgee",2,3.98979591836735,4.08063234384663,49,-0.0908364254792828
"BM","Murtoa",2,4.7,3.83406060606061,10,0.978680173657695
"L","Murtoa",2,2.34,3.83406060606061,10,-0.846703105217439
"MF","Murtoa",2,3.62727272727273,3.83406060606061,11,-0.113541787848466
"OF","Murtoa",2,5.56666666666667,3.83406060606061,15,0.288564678886332
"OP","Murtoa",2,2.93636363636364,3.83406060606061,11,-0.447404923670072
"BM","Naracoorte",2,5.85384615384615,4.06172889305816,26,0.978680173657695
"L","Naracoorte",2,2.54461538461538,4.06172889305816,65,-1.51711350844278
"MF","Naracoorte",2,3.79268292682927,4.06172889305816,41,-0.269045966228893
"OF","Naracoorte",2,4.62285714285714,4.06172889305816,35,0.561128249798982
"OP","Naracoorte",2,3.49464285714286,4.06172889305816,56,-0.567086035915304
"BM","Narrogin",2,5.78823529411765,3.53502096669475,17,0.978680173657695
"L","Narrogin",2,2.83404255319149,3.53502096669475,47,-0.700978413503258
"MF","Narrogin",2,3.06444444444444,3.53502096669475,45,-0.470576522250302
"OF","Narrogin",2,3.50789473684211,3.53502096669475,38,-0.0271262298526413
"OP","Narrogin",2,2.48048780487805,3.53502096669475,41,-1.0545331618167
"BM","Newcastle",2,4.15064039408867,3.46131701415407,203,0.6893233799346
"L","Newcastle",2,2.93299559471366,3.46131701415407,227,-0.528321419440414
"MF","Newcastle",2,3.47341463414634,3.46131701415407,205,0.0120976199922715
"OF","Newcastle",2,3.58852380952381,3.46131701415407,210,0.12720679536974
"OP","Newcastle",2,3.16101063829787,3.46131701415407,188,-0.300306375856198
"L","Nhill",2,3.02142857142857,3.49764880952381,14,-0.846703105217439
"MF","Nhill",2,1.8875,3.49764880952381,8,-0.113541787848466
"OF","Nhill",2,5.175,3.49764880952381,4,0.288564678886332
"OP","Nhill",2,3.90666666666667,3.49764880952381,15,-0.447404923670072
"BM","Northam",2,4.99805555555556,3.7605630952381,36,1.23749246031746
"L","Northam",2,2.698,3.7605630952381,60,-1.0625630952381
"MF","Northam",2,4.04063492063492,3.7605630952381,63,0.280071825396826
"OF","Northam",2,4.11479166666667,3.7605630952381,48,0.354228571428572
"OP","Northam",2,2.95133333333333,3.7605630952381,60,-0.809229761904762
"BM","Pakenham",2,4.72908163265306,3.99732427739008,98,0.73175735526298
"L","Pakenham",2,3.69253731343284,3.99732427739008,67,-0.304786963957246
"MF","Pakenham",2,3.75714285714286,3.99732427739008,77,-0.240181420247224
"OF","Pakenham",2,3.92567567567568,3.99732427739008,74,-0.0716486017144056
"OP","Pakenham",2,3.88218390804598,3.99732427739008,87,-0.115140369344104
"BM","Penola",2,4.85217391304348,4.02071658615137,23,0.978680173657695
"L","Penola",2,2.08611111111111,4.02071658615137,36,-1.93460547504026
"MF","Penola",2,5.33703703703704,4.02071658615137,27,-0.113541787848466
"OF","Penola",2,4.27826086956522,4.02071658615137,23,0.288564678886332
"OP","Penola",2,3.55,4.02071658615137,34,-0.470716586151369
"BM","Port Augusta",2,5.86129032258065,4.69034423556782,31,1.17094608701283
"L","Port Augusta",2,2.56891891891892,4.69034423556782,74,-2.1214253166489
"MF","Port Augusta",2,5.15961538461538,4.69034423556782,52,0.469271149047567
"OF","Port Augusta",2,5.905,4.69034423556782,40,1.21465576443218
"OP","Port Augusta",2,3.95689655172414,4.69034423556782,58,-0.733447683843679
"L","Port Hedland",2,4.03333333333333,3.2375,9,-0.846703105217439
"MF","Port Hedland",2,4.36666666666667,3.2375,6,-0.113541787848466
"OF","Port Hedland",2,3,3.2375,1,0.288564678886332
"OP","Port Hedland",2,1.55,3.2375,6,-0.447404923670072
"BM","Queanbeyan",2,4.9,4.1763983013554,13,0.978680173657695
"L","Queanbeyan",2,3.21739130434783,4.1763983013554,23,-0.846703105217439
"MF","Queanbeyan",2,4.76315789473684,4.1763983013554,19,-0.113541787848466
"OF","Queanbeyan",2,5.30769230769231,4.1763983013554,13,0.288564678886332
"OP","Queanbeyan",2,2.69375,4.1763983013554,16,-0.447404923670072
"BM","Randwick",2,3.91196911196911,3.29409082695175,1554,0.617878285017363
"L","Randwick",2,2.86502369668246,3.29409082695175,1055,-0.429067130269285
"MF","Randwick",2,3.21341222879684,3.29409082695175,1014,-0.080678598154905
"OF","Randwick",2,3.28581623550401,3.29409082695175,1121,-0.0082745914477349
"OP","Randwick",2,3.19423286180631,3.29409082695175,919,-0.0998579651454379
"L","Roebourne",2,2.02,3.1425,20,-0.846703105217439
"MF","Roebourne",2,1.66666666666667,3.1425,3,-0.113541787848466
"OF","Roebourne",2,4.68333333333333,3.1425,6,0.288564678886332
"OP","Roebourne",2,4.2,3.1425,18,-0.447404923670072
"BM","Roma",2,5.96818181818182,4.62955779220779,22,0.978680173657695
"L","Roma",2,2.15,4.62955779220779,30,-2.47955779220779
"MF","Roma",2,5.868,4.62955779220779,25,-0.113541787848466
"OF","Roma",2,4.46875,4.62955779220779,16,0.288564678886332
"OP","Roma",2,4.69285714285714,4.62955779220779,28,-0.447404923670072
"BM","Rosehill",2,3.97786824574389,3.17602879576438,1351,0.801839449979518
"L","Rosehill",2,2.6460372960373,3.17602879576438,858,-0.52999149972708
"MF","Rosehill",2,3.07677119628339,3.17602879576438,861,-0.0992575994809846
"OF","Rosehill",2,3.2792194092827,3.17602879576438,948,0.103190613518325
"OP","Rosehill",2,2.9002478314746,3.17602879576438,807,-0.275780964289778
"BM","Sale",2,4.55997023809524,3.88114859025063,336,0.678821647844607
"L","Sale",2,3.44834024896266,3.88114859025063,241,-0.432808341287975
"MF","Sale",2,3.84574898785425,3.88114859025063,247,-0.0353996023963798
"OF","Sale",2,3.91446886446886,3.88114859025063,273,0.0333202742182332
"OP","Sale",2,3.63721461187215,3.88114859025063,219,-0.243933978378485
"BM","Sandown",2,4.46195342205323,3.58366055539519,2104,0.878292866658041
"L","Sandown",2,2.87621951219512,3.58366055539519,1558,-0.707441043200069
"MF","Sandown",2,3.56137277426766,3.58366055539519,1741,-0.0222877811275284
"OF","Sandown",2,3.90548546352167,3.58366055539519,1823,0.321824908126477
"OP","Sandown",2,3.11327160493827,3.58366055539519,1620,-0.470388950456919
"BM","Scone",2,6.17142857142857,4.79428571428571,7,0.978680173657695
"L","Scone",2,3.2,4.79428571428571,5,-0.846703105217439
"MF","Scone",2,5.41666666666667,4.79428571428571,6,-0.113541787848466
"OF","Scone",2,2.75,4.79428571428571,4,0.288564678886332
"OP","Scone",2,6.43333333333333,4.79428571428571,3,-0.447404923670072
"BM","Seymour",2,4.20598290598291,3.67148194099807,117,0.534500964984836
"L","Seymour",2,3.19020979020979,3.67148194099807,143,-0.48127215078828
"MF","Seymour",2,3.57613636363636,3.67148194099807,132,-0.0953455773617065
"OF","Seymour",2,3.91008064516129,3.67148194099807,124,0.23859870416322
"OP","Seymour",2,3.475,3.67148194099807,124,-0.19648194099807
"BM","Stawell",2,4.75655172413793,3.69560627524386,145,1.06094544889407
"L","Stawell",2,2.91832061068702,3.69560627524386,131,-0.777285664556835
"MF","Stawell",2,3.36851851851852,3.69560627524386,162,-0.327087756725339
"OF","Stawell",2,4.13464052287582,3.69560627524386,153,0.439034247631959
"OP","Stawell",2,3.3,3.69560627524386,137,-0.395606275243858
"BM","Stony Creek",2,4.7421052631579,3.58659323906583,38,1.15551202409206
"L","Stony Creek",2,1.93142857142857,3.58659323906583,35,-1.65516466763726
"MF","Stony Creek",2,3.528,3.58659323906583,25,-0.113541787848466
"OF","Stony Creek",2,4.02758620689655,3.58659323906583,29,0.288564678886332
"OP","Stony Creek",2,3.70384615384615,3.58659323906583,26,-0.447404923670072
"BM","Swan Hill",2,5.13627450980392,3.88636095048049,153,1.24991355932343
"L","Swan Hill",2,2.99173553719008,3.88636095048049,121,-0.894625413290405
"MF","Swan Hill",2,3.86196581196581,3.88636095048049,117,-0.0243951385146759
"OF","Swan Hill",2,4.03401639344262,3.88636095048049,122,0.147655442962135
"OP","Swan Hill",2,3.4078125,3.88636095048049,128,-0.478548450480488
"BM","Tatura",2,5.52857142857143,3.83179364672816,35,1.69677778184326
"L","Tatura",2,2.45283018867925,3.83179364672816,53,-1.37896345804892
"MF","Tatura",2,3.86444444444444,3.83179364672816,45,0.0326507977162809
"OF","Tatura",2,4.78235294117647,3.83179364672816,51,0.950559294448307
"OP","Tatura",2,2.53076923076923,3.83179364672816,52,-1.30102441595893
"BM","Terang",2,4.871875,3.99286641395689,32,0.879008586043113
"L","Terang",2,2.79,3.99286641395689,20,-0.846703105217439
"MF","Terang",2,3.20434782608696,3.99286641395689,23,-0.113541787848466
"OF","Terang",2,4.53928571428571,3.99286641395689,28,0.288564678886332
"OP","Terang",2,4.55882352941176,3.99286641395689,17,-0.447404923670072
"BM","Toodyay",2,0.9,3.20666666666667,1,0.978680173657695
"L","Toodyay",2,1.45,3.20666666666667,6,-0.846703105217439
"MF","Toodyay",2,4.73333333333333,3.20666666666667,3,-0.113541787848466
"OF","Toodyay",2,7.3,3.20666666666667,1,0.288564678886332
"OP","Toodyay",2,1.65,3.20666666666667,4,-0.447404923670072
"BM","Toowoomba",2,5.26380597014925,4.03486916130056,268,1.22893680884869
"L","Toowoomba",2,2.78934010152284,4.03486916130056,394,-1.24552905977772
"MF","Toowoomba",2,4.02696629213483,4.03486916130056,356,-0.00790286916573013
"OF","Toowoomba",2,4.43265306122449,4.03486916130056,294,0.397783899923928
"OP","Toowoomba",2,3.66158038147139,4.03486916130056,367,-0.373288779829172
"BM","Towong",2,2.26666666666667,2.62277777777778,3,0.978680173657695
"L","Towong",2,2.525,2.62277777777778,8,-0.846703105217439
"MF","Towong",2,1.85714285714286,2.62277777777778,7,-0.113541787848466
"OF","Towong",2,2.02222222222222,2.62277777777778,9,0.288564678886332
"OP","Towong",2,4.44285714285714,2.62277777777778,7,-0.447404923670072
"BM","Traralgon",2,6.1,4.04380952380952,5,0.978680173657695
"L","Traralgon",2,3.43333333333333,4.04380952380952,6,-0.846703105217439
"MF","Traralgon",2,6.18571428571429,4.04380952380952,7,-0.113541787848466
"OF","Traralgon",2,2.38333333333333,4.04380952380952,6,0.288564678886332
"OP","Traralgon",2,2.11666666666667,4.04380952380952,6,-0.447404923670072
"BM","Walcha",2,4.8,2.625,3,0.978680173657695
"L","Walcha",2,3,2.625,2,-0.846703105217439
"MF","Walcha",2,0.8,2.625,1,-0.113541787848466
"OF","Walcha",2,1.9,2.625,3,0.288564678886332
"BM","Wangaratta",2,4.53740310077519,3.92165323828076,258,0.615749862494438
"L","Wangaratta",2,3.51204819277108,3.92165323828076,166,-0.409605045509671
"MF","Wangaratta",2,4.10088888888889,3.92165323828076,225,0.179235650608133
"OF","Wangaratta",2,3.83542600896861,3.92165323828076,223,-0.0862272293121458
"OP","Wangaratta",2,3.6225,3.92165323828076,180,-0.299153238280756
"BM","Warracknabeal",2,4.63068181818182,3.81309705346024,88,0.81758476472158
"L","Warracknabeal",2,3.598,3.81309705346024,50,-0.215097053460239
"MF","Warracknabeal",2,3.05857142857143,3.81309705346024,70,-0.75452562488881
"OF","Warracknabeal",2,3.85479452054795,3.81309705346024,73,0.0416974670877068
"OP","Warracknabeal",2,3.9234375,3.81309705346024,64,0.110340446539761
"BM","Warrnambool",2,4.90275229357798,3.8544979684399,109,1.04825432513809
"L","Warrnambool",2,3.60333333333333,3.8544979684399,90,-0.251164635106563
"MF","Warrnambool",2,3.73185840707965,3.8544979684399,113,-0.12263956136025
"OF","Warrnambool",2,3.74020618556701,3.8544979684399,97,-0.114291782872886
"OP","Warrnambool",2,3.29433962264151,3.8544979684399,106,-0.560158345798387
"BM","Warwick",2,5.07045454545455,3.68217667798966,44,1.38827786746488
"L","Warwick",2,2.81698113207547,3.68217667798966,53,-0.865195545914192
"MF","Warwick",2,3.47083333333333,3.68217667798966,48,-0.21134334465633
"OF","Warwick",2,4.00555555555556,3.68217667798966,36,0.323378877565892
"OP","Warwick",2,3.04705882352941,3.68217667798966,51,-0.635117854460252
"BM","Warwick Farm",2,3.78099173553719,3.1134216125275,363,0.66757012300969
"L","Warwick Farm",2,2.71400966183575,3.1134216125275,207,-0.399411950691751
"MF","Warwick Farm",2,2.99631578947368,3.1134216125275,190,-0.117105823053815
"OF","Warwick Farm",2,3.18787878787879,3.1134216125275,231,0.0744571753512884
"OP","Warwick Farm",2,2.88791208791209,3.1134216125275,182,-0.225509524615412
"BM","Wellington",2,5.70619047619048,3.75752899267399,63,1.94866148351648
"L","Wellington",2,1.87270833333333,3.75752899267399,48,-1.88482065934066
"MF","Wellington",2,3.8554,3.75752899267399,50,0.0978710073260074
"OF","Wellington",2,4.15384615384615,3.75752899267399,39,0.396317161172162
"OP","Wellington",2,3.1995,3.75752899267399,40,-0.558028992673993
"BM","Werribee",2,4.63734939759036,3.58254297857699,166,1.05480641901337
"L","Werribee",2,2.57948717948718,3.58254297857699,117,-1.00305579908981
"MF","Werribee",2,3.99903846153846,3.58254297857699,104,0.416495482961468
"OF","Werribee",2,3.53983050847458,3.58254297857699,118,-0.0427124701024177
"OP","Werribee",2,3.15700934579439,3.58254297857699,107,-0.425533632782602
"BM","Wodonga",2,4.27291666666667,3.75819825575257,48,0.5147184109141
"L","Wodonga",2,3.55142857142857,3.75819825575257,35,-0.206769684323995
"MF","Wodonga",2,3.72682926829268,3.75819825575257,41,-0.0313689874598833
"OF","Wodonga",2,4.21860465116279,3.75819825575257,43,0.460406395410224
"OP","Wodonga",2,3.02121212121212,3.75819825575257,33,-0.736986134540445
